ra,ano,idade,ano_ingresso,inde,cg,cf,ct,iaa,ieg,ips,ipp,ida,mat,por,ing,ipv,ian,defasagem,evadiu,delta_defasagem,event_timestamp,fase_num,fase_ideal_num,pedra_num,tipo_inst_num,genero_masculino,pv_Sim
RA-1158,2023,14,2023,6.306667,811.0,104.0,9.0,7.5,8.6,2.52,7.5,4.3,5.3,5.0,2.7,7.34,5.0,-1.0,1.0,,2023-12-31,3,4,2,2,0,0
RA-391,2023,13,2022,6.5107,761.0,93.0,5.0,7.9,7.5,2.52,7.5,3.5,4.2,5.0,1.3,7.585,10.0,0.0,1.0,1.0,2023-12-31,3,3,2,2,0,0
RA-1159,2023,13,2023,5.913883,874.0,117.0,6.0,5.8,6.6,2.52,7.1875,3.1,5.2,1.5,2.5,7.1325,10.0,0.0,1.0,,2023-12-31,3,3,1,2,0,0
RA-392,2023,15,2022,6.5672083,744.0,88.0,4.0,9.6,9.5,2.52,6.09375,4.6,6.2,4.7,2.8,7.17,5.0,-2.0,0.0,0.0,2023-12-31,3,5,2,2,1,0
RA-1160,2023,13,2023,6.6361666,723.0,86.0,3.0,9.6,8.7,2.52,6.875,2.7,4.8,2.7,0.7,7.2575,10.0,0.0,0.0,,2023-12-31,3,3,2,2,1,0
RA-1161,2023,13,2023,7.3177915,501.0,52.0,2.0,6.3,8.1,2.52,8.28125,6.3,7.3,6.5,5.2,8.63,10.0,0.0,1.0,,2023-12-31,3,3,3,2,0,0
RA-395,2023,12,2018,7.469175,440.0,41.0,1.0,9.2,8.6,2.52,7.96875,6.0,6.7,5.3,6.0,7.9175,10.0,0.0,0.0,0.0,2023-12-31,3,3,3,2,0,0
RA-450,2023,14,2021,6.819625,668.0,81.0,5.0,9.6,8.4,2.52,7.65625,5.4,7.0,6.5,2.7,7.9175,5.0,-1.0,0.0,0.0,2023-12-31,3,4,2,2,1,0
RA-463,2023,13,2020,6.3823833,796.0,100.0,10.0,9.2,5.4,2.52,7.8125,4.0,6.3,4.3,1.3,7.795,10.0,0.0,1.0,1.0,2023-12-31,3,3,2,2,0,0
RA-298,2023,14,2019,6.824333,664.0,80.0,4.0,9.6,8.6,2.52,7.5,5.5,7.7,4.5,4.2,7.7525,5.0,-1.0,1.0,-1.0,2023-12-31,3,4,2,2,1,0
RA-464,2023,14,2022,6.081675,844.0,111.0,12.0,9.2,7.7,2.52,7.96875,3.0,4.8,3.7,0.5,7.38,5.0,-1.0,0.0,0.0,2023-12-31,3,4,2,2,0,0
RA-465,2023,12,2019,8.012875,227.0,13.0,1.0,7.5,9.4,2.52,7.96875,8.5,8.3,8.2,9.0,8.17,10.0,0.0,1.0,0.0,2023-12-31,3,3,4,2,1,0
RA-442,2023,12,2022,6.8141665,671.0,82.0,6.0,0.0,7.6,7.52,7.5,5.8,6.7,6.5,4.3,8.1275,10.0,0.0,0.0,0.0,2023-12-31,3,3,2,2,0,0
RA-300,2023,15,2022,5.6166916,902.0,126.0,14.0,5.0,7.5,2.52,6.40625,4.5,4.5,5.3,3.8,6.5875,5.0,-2.0,1.0,-1.0,2023-12-31,3,5,1,2,1,0
RA-467,2023,14,2022,6.5529165,748.0,89.0,7.0,6.3,9.2,3.14,7.1875,5.2,6.0,6.0,3.7,7.5425,5.0,-1.0,0.0,0.0,2023-12-31,3,4,2,2,0,0
RA-468,2023,14,2022,5.9111085,875.0,118.0,13.0,8.3,6.0,6.27,7.34375,3.4,4.8,3.0,2.3,6.715,5.0,-1.0,1.0,0.0,2023-12-31,3,4,1,2,1,0
RA-1162,2023,13,2023,7.44215,451.0,42.0,2.0,8.3,8.5,3.77,7.8125,6.0,7.3,5.5,5.2,7.7525,10.0,0.0,0.0,,2023-12-31,3,3,3,2,0,0
RA-470,2023,14,2019,6.993767,614.0,69.0,3.0,8.8,9.2,5.0,7.5,4.9,6.0,4.3,4.5,7.71,5.0,-1.0,0.0,0.0,2023-12-31,3,4,2,2,0,0
RA-474,2023,14,2019,5.283583,917.0,128.0,15.0,0.0,7.8,5.0,7.1875,3.3,4.8,3.8,1.2,6.7575,5.0,-1.0,0.0,0.0,2023-12-31,3,4,1,2,1,0
RA-476,2023,13,2019,6.4924083,765.0,94.0,8.0,7.9,7.0,2.52,7.34375,4.1,5.0,4.5,2.7,7.505,10.0,0.0,0.0,1.0,2023-12-31,3,3,2,2,0,0
RA-478,2023,12,2019,6.443617,782.0,97.0,9.0,6.7,7.3,2.52,7.1875,4.4,4.3,4.7,4.3,7.2975,10.0,0.0,1.0,1.0,2023-12-31,3,3,2,2,0,0
RA-410,2023,15,2018,6.140808,837.0,109.0,11.0,8.8,5.8,7.52,6.71875,4.9,5.0,4.8,4.8,6.0425,5.0,-1.0,1.0,1.0,2023-12-31,3,4,2,2,1,0
RA-411,2023,13,2019,7.7799835,311.0,24.0,6.0,6.2,9.0,7.52,7.8125,6.6,5.7,6.7,7.3,7.5425,10.0,0.0,0.0,1.0,2023-12-31,3,3,3,0,0,0
RA-412,2023,13,2018,7.373892,483.0,48.0,10.0,8.8,8.9,2.52,7.03125,6.2,5.8,5.2,7.7,7.585,10.0,0.0,0.0,1.0,2023-12-31,3,3,3,2,0,0
RA-400,2023,15,2018,6.529425,755.0,92.0,14.0,9.2,9.0,2.52,7.65625,4.1,4.8,4.7,2.8,7.375,5.0,-1.0,1.0,1.0,2023-12-31,3,4,2,2,1,0
RA-414,2023,13,2021,7.25025,524.0,55.0,11.0,0.0,9.5,7.52,7.8125,6.5,6.0,7.0,6.5,7.585,10.0,0.0,0.0,1.0,2023-12-31,3,3,3,2,0,0
RA-415,2023,12,2019,7.18805,545.0,60.0,12.0,7.1,8.2,7.52,7.8125,3.7,2.8,4.0,4.3,7.8325,10.0,0.0,1.0,0.0,2023-12-31,3,3,3,2,0,0
RA-1163,2023,14,2023,7.7493916,328.0,25.0,7.0,8.8,9.3,7.52,7.65625,7.2,7.0,6.7,8.0,7.75,5.0,-1.0,0.0,,2023-12-31,3,4,3,2,1,0
RA-273,2023,14,2018,6.3371167,801.0,101.0,16.0,7.9,7.4,2.52,7.8125,5.0,5.3,6.8,3.0,7.6275,5.0,-1.0,0.0,0.0,2023-12-31,3,4,2,2,0,0
RA-471,2023,14,2020,6.8555417,653.0,78.0,13.0,0.0,9.0,6.27,7.96875,5.0,6.3,4.0,4.8,8.125,10.0,0.0,0.0,1.0,2023-12-31,3,3,2,2,0,0
RA-416,2023,13,2018,8.144425,184.0,9.0,3.0,9.2,9.8,2.52,8.28125,7.6,7.0,7.0,8.8,8.3375,10.0,0.0,0.0,1.0,2023-12-31,3,3,4,0,1,0
RA-417,2023,14,2022,8.257658,154.0,5.0,1.0,5.4,9.7,7.52,8.28125,7.8,6.7,8.3,8.3,8.2125,10.0,0.0,0.0,1.0,2023-12-31,3,3,4,2,0,0
RA-305,2023,15,2019,6.394292,792.0,98.0,15.0,0.0,8.9,7.52,7.65625,5.2,5.2,4.8,5.7,7.75,5.0,-2.0,0.0,-1.0,2023-12-31,3,5,2,2,1,0
RA-418,2023,11,2020,8.1686,180.0,8.0,2.0,8.8,10.0,2.52,8.125,8.1,6.7,8.3,9.3,8.045,10.0,1.0,0.0,1.0,2023-12-31,3,2,4,0,0,0
RA-419,2023,13,2019,7.7261,340.0,28.0,8.0,6.7,9.5,2.52,8.125,7.6,7.0,7.3,8.5,7.875,10.0,0.0,0.0,1.0,2023-12-31,3,3,3,0,0,0
RA-421,2023,12,2021,8.030717,218.0,12.0,5.0,9.2,9.9,2.52,7.8125,7.3,8.0,6.2,7.8,8.17,10.0,0.0,0.0,0.0,2023-12-31,3,3,4,2,1,0
RA-407,2023,14,2022,7.6650834,372.0,31.0,9.0,9.6,8.6,7.52,7.8125,7.3,7.3,7.2,7.3,7.5,5.0,-1.0,0.0,0.0,2023-12-31,3,4,3,2,1,0
RA-425,2023,13,2022,8.10555,200.0,10.0,4.0,9.2,9.9,2.52,7.8125,7.5,6.7,7.3,8.5,8.3775,10.0,0.0,0.0,1.0,2023-12-31,3,3,4,2,1,0
RA-426,2023,15,2022,6.3291583,804.0,102.0,8.0,5.4,7.6,5.0,7.65625,5.0,4.7,5.2,5.0,7.5425,5.0,-1.0,0.0,1.0,2023-12-31,3,4,2,2,0,0
RA-430,2023,14,2022,7.1467166,562.0,62.0,5.0,9.2,9.3,2.52,7.8125,6.4,7.3,5.5,6.5,7.75,5.0,-1.0,1.0,0.0,2023-12-31,3,4,3,2,1,0
RA-1164,2023,13,2023,6.910092,639.0,73.0,6.0,9.2,7.5,2.52,7.65625,4.8,7.0,7.5,0.0,7.545,10.0,0.0,1.0,,2023-12-31,3,3,2,2,1,0
RA-1165,2023,12,2023,7.880717,271.0,17.0,1.0,9.2,9.1,5.0,7.1875,7.3,7.0,6.0,9.0,7.2925,10.0,0.0,0.0,,2023-12-31,3,3,3,2,0,0
RA-432,2023,15,2019,6.8501835,655.0,79.0,7.0,8.8,9.0,2.52,7.8125,5.2,5.0,6.3,4.2,8.0425,5.0,-2.0,0.0,0.0,2023-12-31,3,5,2,2,0,0
RA-303,2023,15,2019,5.914292,873.0,116.0,10.0,0.0,7.3,7.52,7.65625,5.1,5.7,5.2,4.5,7.05,5.0,-2.0,0.0,-1.0,2023-12-31,3,5,1,2,1,0
RA-420,2023,12,2019,7.3563585,489.0,49.0,3.0,8.3,9.3,2.52,7.65625,5.3,5.7,5.8,4.3,7.96,10.0,0.0,0.0,0.0,2023-12-31,3,3,3,0,0,0
RA-1166,2023,15,2023,7.3078585,504.0,53.0,4.0,8.3,9.6,7.52,7.65625,4.8,5.3,2.8,6.2,7.9175,5.0,-2.0,0.0,,2023-12-31,3,5,3,2,0,0
RA-1167,2023,16,2023,6.0218916,855.0,113.0,9.0,8.8,7.6,2.52,7.65625,3.8,6.0,3.7,1.8,7.9625,2.5,-3.0,1.0,,2023-12-31,3,6,2,2,1,0
RA-424,2023,13,2022,7.72685,339.0,27.0,2.0,8.8,9.9,2.52,7.8125,6.4,5.0,6.7,7.5,7.7925,10.0,0.0,0.0,1.0,2023-12-31,3,3,3,2,0,0
RA-398,2023,11,2022,7.1537666,559.0,61.0,5.0,6.7,8.1,2.52,7.5,6.5,9.3,5.8,4.5,7.7925,10.0,1.0,0.0,1.0,2023-12-31,3,2,3,2,0,0
RA-399,2023,13,2022,7.0000334,613.0,68.0,6.0,7.9,8.2,2.52,7.5,4.7,5.0,4.2,4.8,8.165,10.0,0.0,1.0,1.0,2023-12-31,3,3,3,2,0,0
RA-428,2023,14,2022,7.8218164,289.0,21.0,3.0,8.3,9.5,2.52,7.8125,7.2,9.3,4.7,7.7,8.0425,10.0,0.0,0.0,1.0,2023-12-31,3,3,3,2,1,0
RA-315,2023,14,2022,5.9777083,862.0,114.0,11.0,0.0,6.8,5.0,7.96875,6.3,5.7,6.8,6.3,7.8375,5.0,-1.0,0.0,-1.0,2023-12-31,3,4,1,2,0,0
RA-402,2023,13,2019,6.6327167,727.0,87.0,8.0,9.2,7.3,2.52,7.8125,4.2,4.7,4.0,4.0,6.88,10.0,0.0,0.0,1.0,2023-12-31,3,3,2,2,0,0
RA-1168,2023,13,2023,5.886625,879.0,120.0,12.0,0.0,8.8,2.52,7.65625,3.5,5.0,2.0,3.5,7.045,10.0,0.0,0.0,,2023-12-31,3,3,1,2,0,0
RA-613,2023,14,2020,6.864508,649.0,77.0,7.0,9.2,9.4,5.0,6.71875,4.8,4.3,6.2,3.8,7.2125,5.0,-1.0,0.0,1.0,2023-12-31,3,4,2,2,1,0
RA-304,2023,16,2020,6.2415833,824.0,106.0,9.0,0.0,8.8,5.0,7.8125,5.7,7.0,3.7,6.3,7.835,5.0,-2.0,0.0,0.0,2023-12-31,3,5,2,2,1,0
RA-457,2023,13,2022,8.256833,155.0,6.0,1.0,7.5,8.6,7.52,8.125,8.1,6.7,8.5,9.0,8.045,10.0,0.0,0.0,1.0,2023-12-31,3,3,4,2,0,0
RA-307,2023,15,2022,6.0473332,850.0,112.0,10.0,0.0,6.5,7.52,7.5,6.3,6.3,7.3,5.2,7.46,5.0,-2.0,1.0,-1.0,2023-12-31,3,5,2,2,1,0
RA-283,2023,15,2020,7.549025,421.0,36.0,4.0,8.3,9.5,7.52,7.03125,6.8,6.8,4.8,8.8,7.5025,5.0,-2.0,0.0,-1.0,2023-12-31,3,5,3,2,1,0
RA-459,2023,13,2019,8.240017,158.0,7.0,2.0,6.7,9.3,7.52,7.1875,8.3,8.3,9.2,7.5,7.88,10.0,0.0,0.0,1.0,2023-12-31,3,3,4,2,1,0
RA-440,2023,12,2022,6.989208,616.0,70.0,5.0,0.0,8.2,7.52,7.96875,6.2,7.3,7.0,4.2,7.835,10.0,0.0,1.0,0.0,2023-12-31,3,3,2,2,1,0
RA-443,2023,14,2019,6.8955083,643.0,75.0,6.0,7.1,7.5,2.52,7.96875,7.6,7.0,8.7,7.0,8.125,5.0,-1.0,1.0,0.0,2023-12-31,3,4,2,2,0,0
RA-454,2023,15,2018,4.6034164,928.0,132.0,11.0,0.0,7.5,5.0,4.6875,2.6,4.2,1.2,2.5,5.54,5.0,-2.0,0.0,0.0,2023-12-31,3,5,1,2,1,0
RA-444,2023,11,2018,5.9587917,865.0,115.0,10.0,0.0,7.9,5.0,6.40625,4.7,4.7,5.8,3.7,6.4575,10.0,1.0,0.0,1.0,2023-12-31,3,2,1,2,1,0
RA-170,2023,15,2018,7.0624332,592.0,66.0,4.0,8.8,8.9,2.52,6.875,7.2,6.3,8.7,6.5,7.6725,5.0,-2.0,0.0,-2.0,2023-12-31,3,5,3,0,0,0
RA-1169,2023,14,2023,7.213625,537.0,58.0,3.0,7.5,9.5,5.0,7.03125,6.3,6.8,7.3,4.8,8.0025,5.0,-1.0,0.0,,2023-12-31,3,4,3,2,0,0
RA-458,2023,14,2019,6.3120832,807.0,103.0,8.0,9.6,6.9,7.52,7.1875,3.8,4.3,4.8,2.2,6.2475,5.0,-1.0,0.0,0.0,2023-12-31,3,4,2,2,1,0
RA-1170,2023,14,2023,6.8746834,646.0,76.0,7.0,8.8,7.7,7.52,7.1875,5.9,6.0,6.8,4.8,6.5775,5.0,-1.0,0.0,,2023-12-31,3,4,2,2,1,0
RA-1171,2023,14,2023,7.8560333,279.0,18.0,1.0,7.9,8.4,5.0,8.75,8.7,7.3,9.0,9.7,8.88,5.0,-1.0,0.0,,2023-12-31,3,4,3,2,1,0
RA-449,2023,12,2022,7.396508,472.0,45.0,2.0,7.1,7.2,7.52,7.34375,7.0,5.5,7.7,7.7,6.8425,10.0,0.0,1.0,1.0,2023-12-31,3,3,3,2,0,0
RA-462,2023,15,2022,6.2267,827.0,107.0,9.0,10.0,8.1,5.0,7.5,2.7,4.0,2.8,1.3,6.5825,5.0,-2.0,1.0,0.0,2023-12-31,3,5,2,2,0,0
RA-176,2023,14,2018,8.3168335,134.0,9.0,1.0,9.6,9.5,2.52,8.125,8.0,7.3,7.3,9.3,9.0025,10.0,0.0,0.0,0.0,2023-12-31,4,4,4,0,0,1
RA-178,2023,14,2016,7.406658,467.0,34.0,13.0,7.9,8.7,2.52,7.65625,5.9,6.3,5.8,5.5,8.42,10.0,0.0,0.0,0.0,2023-12-31,4,4,3,0,0,0
RA-193,2023,13,2016,7.718567,344.0,24.0,8.0,8.3,9.4,2.52,8.125,6.5,6.0,6.3,7.3,8.17,10.0,1.0,0.0,1.0,2023-12-31,4,3,3,0,1,0
RA-1172,2023,16,2023,7.0301085,604.0,47.0,15.0,8.3,7.8,2.52,8.59375,6.7,6.0,5.7,8.3,8.46,5.0,-2.0,0.0,,2023-12-31,4,6,3,2,0,0
RA-180,2023,13,2018,8.283216,146.0,10.0,2.0,9.2,9.4,2.52,8.4375,8.0,8.3,7.3,8.5,8.92,10.0,1.0,0.0,1.0,2023-12-31,4,3,4,0,1,0
RA-181,2023,14,2019,7.6712084,369.0,28.0,10.0,9.6,8.3,2.52,7.96875,6.8,8.3,6.5,5.5,8.2525,10.0,0.0,0.0,0.0,2023-12-31,4,4,3,0,0,0
RA-195,2023,14,2017,7.60205,395.0,30.0,11.0,7.1,9.2,2.52,8.4375,6.0,6.3,6.2,5.5,8.79,10.0,0.0,0.0,0.0,2023-12-31,4,4,3,0,0,0
RA-196,2023,13,2018,7.560992,416.0,31.0,12.0,7.9,9.0,2.52,8.28125,6.2,7.0,6.0,5.7,8.2125,10.0,1.0,0.0,1.0,2023-12-31,4,3,3,0,1,0
RA-211,2023,14,2021,8.024792,221.0,18.0,4.0,9.6,9.4,2.52,7.65625,7.1,7.7,8.0,5.7,8.71,10.0,0.0,0.0,0.0,2023-12-31,4,4,4,0,1,0
RA-197,2023,13,2021,7.9676085,246.0,20.0,5.0,8.3,9.8,2.52,7.96875,7.2,7.0,7.3,7.2,8.46,10.0,1.0,0.0,1.0,2023-12-31,4,3,3,0,0,0
RA-229,2023,13,2022,8.207592,170.0,13.0,3.0,9.2,9.8,2.52,8.28125,7.8,8.0,8.2,7.3,8.42,10.0,1.0,0.0,1.0,2023-12-31,4,3,4,0,1,0
RA-186,2023,14,2019,7.8175416,291.0,21.0,6.0,7.5,9.7,2.52,7.96875,6.9,6.8,7.0,7.0,8.46,10.0,0.0,0.0,0.0,2023-12-31,4,4,3,0,0,0
RA-189,2023,14,2018,7.727325,338.0,23.0,7.0,7.9,9.4,2.52,8.28125,6.5,6.3,6.5,6.7,8.3775,10.0,0.0,0.0,1.0,2023-12-31,4,4,3,0,1,0
RA-191,2023,14,2019,7.2636666,520.0,38.0,14.0,0.0,9.7,2.52,8.125,7.8,8.7,7.0,7.8,8.4625,10.0,0.0,0.0,0.0,2023-12-31,4,4,3,0,1,0
RA-1173,2023,14,2023,7.67285,366.0,26.0,9.0,8.8,9.7,2.52,7.8125,6.0,7.0,5.0,6.0,8.1225,10.0,0.0,0.0,,2023-12-31,4,4,3,2,1,0
RA-217,2023,16,2021,6.96965,622.0,51.0,6.0,8.3,8.6,2.52,8.4375,5.6,6.7,5.3,4.8,8.5025,5.0,-1.0,0.0,1.0,2023-12-31,4,5,2,2,0,0
RA-1174,2023,15,2023,7.3335915,496.0,36.0,5.0,9.2,8.7,2.52,8.90625,6.8,6.5,7.2,6.8,8.3375,5.0,-1.0,0.0,,2023-12-31,4,5,3,2,0,0
RA-192,2023,16,2021,6.616017,729.0,65.0,7.0,8.8,6.2,5.0,7.1875,6.5,6.0,5.8,7.8,7.3775,5.0,-2.0,0.0,0.0,2023-12-31,4,6,2,0,1,0
RA-184,2023,13,2019,8.430242,103.0,5.0,2.0,7.9,9.5,7.52,8.59375,7.1,7.3,6.3,7.8,8.5025,10.0,1.0,0.0,4.0,2023-12-31,4,3,4,2,1,0
RA-200,2023,16,2018,5.6611667,897.0,83.0,9.0,9.6,4.5,2.52,7.5,4.3,4.3,4.2,4.5,7.17,5.0,-2.0,1.0,0.0,2023-12-31,4,6,1,0,1,0
RA-1175,2023,17,2023,5.9398584,869.0,77.0,8.0,8.3,5.3,2.52,7.65625,6.3,6.3,6.3,6.2,7.6275,2.5,-3.0,1.0,,2023-12-31,4,7,1,2,0,0
RA-204,2023,14,2019,7.5575585,418.0,32.0,4.0,8.8,7.9,2.52,8.28125,7.1,4.7,8.0,8.5,8.045,10.0,0.0,0.0,0.0,2023-12-31,4,4,3,2,0,0
RA-1176,2023,13,2023,8.881483,28.0,2.0,1.0,8.3,9.3,7.52,9.6875,8.2,8.0,7.8,8.7,9.17,10.0,1.0,0.0,,2023-12-31,4,3,4,2,1,1
RA-1177,2023,14,2023,8.345491,129.0,8.0,3.0,10.0,9.9,2.52,8.90625,7.2,7.0,6.7,8.0,8.88,10.0,0.0,0.0,,2023-12-31,4,4,4,2,0,0
RA-215,2023,14,2021,7.166475,554.0,41.0,1.0,8.8,6.6,2.52,7.96875,6.9,5.7,6.7,8.3,7.7125,10.0,0.0,0.0,0.0,2023-12-31,4,4,3,2,0,0
RA-1178,2023,16,2023,7.066475,590.0,44.0,4.0,8.8,9.3,2.52,7.96875,5.7,6.3,4.5,6.3,8.2125,5.0,-2.0,0.0,,2023-12-31,4,6,3,2,1,0
RA-149,2023,16,2022,5.622267,901.0,84.0,12.0,8.8,4.2,2.52,7.5,4.7,5.7,3.5,5.0,7.2925,5.0,-2.0,0.0,-1.0,2023-12-31,4,6,1,2,0,0
RA-1179,2023,15,2023,6.6313334,728.0,64.0,8.0,9.6,8.1,4.38,6.875,5.0,6.7,3.7,4.5,7.17,5.0,-1.0,1.0,,2023-12-31,4,5,2,2,1,0
RA-218,2023,15,2022,5.8115416,884.0,78.0,10.0,0.0,6.7,2.52,7.96875,6.7,5.7,7.0,7.5,7.88,5.0,-1.0,1.0,0.0,2023-12-31,4,5,1,2,0,0
RA-220,2023,14,2022,7.1020164,572.0,42.0,2.0,8.8,7.6,2.52,7.1875,6.1,6.3,5.8,6.3,7.5475,10.0,0.0,0.0,0.0,2023-12-31,4,4,3,2,0,0
RA-202,2023,15,2017,6.7916417,680.0,56.0,7.0,8.8,7.9,2.52,7.96875,5.9,6.3,4.8,6.7,8.005,5.0,-1.0,0.0,0.0,2023-12-31,4,5,2,2,0,0
RA-1180,2023,15,2023,7.067983,589.0,43.0,3.0,8.3,9.5,5.0,7.1875,5.4,6.0,4.8,5.3,7.7125,5.0,-1.0,1.0,,2023-12-31,4,5,3,2,1,0
RA-1181,2023,14,2023,6.9712667,620.0,50.0,5.0,8.8,8.3,2.52,7.5,4.8,5.7,4.3,4.5,7.3375,10.0,0.0,0.0,,2023-12-31,4,4,2,2,0,0
RA-1182,2023,16,2023,5.7098083,894.0,81.0,11.0,7.5,6.3,2.52,6.71875,4.2,5.3,2.0,5.2,7.2125,5.0,-2.0,1.0,,2023-12-31,4,6,1,2,0,0
RA-205,2023,15,2020,6.857625,651.0,52.0,6.0,9.6,7.6,4.38,7.03125,6.6,7.0,5.5,7.3,7.09,5.0,-1.0,1.0,0.0,2023-12-31,4,5,2,2,1,0
RA-1183,2023,15,2023,6.2695417,818.0,71.0,9.0,7.5,8.7,2.52,6.09375,5.3,6.0,4.0,6.0,6.7575,5.0,-1.0,1.0,,2023-12-31,4,5,2,2,1,0
RA-237,2023,15,2022,7.436567,452.0,33.0,3.0,8.3,9.5,2.52,8.125,6.7,7.7,7.0,5.5,8.96,5.0,-1.0,0.0,0.0,2023-12-31,4,5,3,0,0,0
RA-147,2023,15,2022,5.5425,908.0,85.0,11.0,0.0,7.0,5.63,6.875,4.5,5.0,6.0,2.5,7.46,5.0,-1.0,0.0,-1.0,2023-12-31,4,5,1,2,0,0
RA-240,2023,14,2017,6.3379664,800.0,68.0,10.0,7.1,6.7,2.52,6.875,4.8,7.0,3.3,4.2,6.9175,10.0,0.0,1.0,0.0,2023-12-31,4,4,2,0,0,0
RA-1184,2023,16,2023,7.3815665,478.0,35.0,4.0,8.3,8.3,5.0,8.125,7.3,8.0,5.5,8.5,8.045,5.0,-2.0,0.0,,2023-12-31,4,6,3,2,1,0
RA-241,2023,15,2016,7.016,611.0,48.0,7.0,0.0,9.9,2.52,8.75,7.5,9.3,7.0,6.2,9.545,5.0,-1.0,0.0,0.0,2023-12-31,4,5,3,0,1,1
RA-242,2023,14,2018,8.221842,164.0,12.0,2.0,7.1,9.7,2.52,8.59375,7.9,9.3,7.3,7.2,9.3775,10.0,0.0,0.0,0.0,2023-12-31,4,4,4,0,1,1
RA-138,2023,16,2016,6.784075,681.0,57.0,8.0,10.0,7.9,6.26,7.34375,4.3,4.0,3.7,5.2,7.4175,5.0,-2.0,0.0,-1.0,2023-12-31,4,6,2,2,1,0
RA-244,2023,13,2018,7.0443335,598.0,45.0,6.0,0.0,8.8,2.52,8.125,7.3,7.0,8.0,6.8,8.8325,10.0,1.0,0.0,1.0,2023-12-31,4,3,3,0,0,0
RA-245,2023,15,2016,7.171167,551.0,40.0,5.0,0.0,10.0,2.52,8.75,8.1,9.3,7.8,7.3,9.5875,5.0,-1.0,0.0,0.0,2023-12-31,4,5,3,0,1,1
RA-246,2023,14,2022,8.256766,156.0,11.0,1.0,8.8,9.9,4.39,8.125,6.8,7.7,7.0,5.8,8.9175,10.0,0.0,0.0,0.0,2023-12-31,4,4,4,0,1,0
RA-141,2023,15,2017,6.719792,702.0,60.0,9.0,9.6,8.4,5.63,7.03125,4.5,6.0,5.3,2.3,7.0425,5.0,-1.0,1.0,-1.0,2023-12-31,4,5,2,2,1,0
RA-239,2023,16,2021,6.4113336,789.0,67.0,4.0,0.0,8.4,5.0,8.125,7.0,6.0,7.2,7.7,7.6275,5.0,-2.0,0.0,0.0,2023-12-31,4,6,2,2,0,0
RA-1185,2023,13,2023,8.02675,220.0,17.0,1.0,7.5,9.1,5.0,7.8125,7.5,6.7,6.3,9.5,8.3775,10.0,1.0,1.0,,2023-12-31,4,3,4,2,0,0
RA-262,2023,16,2021,4.4064584,929.0,87.0,6.0,0.0,3.7,5.0,7.03125,3.8,5.0,3.3,3.0,6.05,5.0,-2.0,0.0,0.0,2023-12-31,4,6,1,0,1,0
RA-1186,2023,16,2023,7.281433,513.0,37.0,2.0,8.8,9.8,6.89,6.875,5.5,6.7,5.2,4.5,7.3825,5.0,-2.0,1.0,,2023-12-31,4,6,3,2,0,0
RA-397,2023,15,2017,6.207083,830.0,72.0,5.0,7.5,7.9,2.52,7.1875,4.6,6.7,5.0,2.0,7.465,5.0,-1.0,0.0,1.0,2023-12-31,4,5,2,2,0,0
RA-1187,2023,13,2023,6.644475,721.0,63.0,3.0,8.8,6.9,2.52,7.34375,5.3,4.7,5.0,6.2,6.715,10.0,1.0,1.0,,2023-12-31,4,3,2,2,0,0
RA-295,2023,15,2022,7.6410165,380.0,29.0,2.0,8.8,8.8,2.52,9.0625,7.7,7.3,7.2,8.7,9.005,5.0,-1.0,1.0,0.0,2023-12-31,4,5,3,2,0,1
RA-269,2023,14,2022,8.116042,197.0,16.0,1.0,9.6,9.0,2.52,8.59375,7.4,8.0,7.3,7.0,8.7975,10.0,0.0,0.0,0.0,2023-12-31,4,4,4,2,1,0
RA-313,2023,14,2022,7.0110917,612.0,49.0,3.0,9.2,8.7,2.52,7.65625,3.9,4.0,2.8,5.0,7.75,10.0,0.0,0.0,1.0,2023-12-31,4,4,3,2,0,0
RA-1190,2023,14,2023,6.330042,803.0,69.0,7.0,0.0,9.2,5.0,7.34375,4.2,3.0,4.2,5.5,7.045,10.0,0.0,1.0,,2023-12-31,4,4,2,2,1,0
RA-301,2023,14,2019,6.7603416,691.0,59.0,5.0,9.2,5.4,7.52,6.71875,5.2,4.7,6.5,4.5,6.465,10.0,0.0,0.0,0.0,2023-12-31,4,4,2,2,0,0
RA-286,2023,15,2022,5.713333,892.0,80.0,11.0,0.0,7.5,5.0,8.125,4.7,3.7,5.0,5.3,7.3375,5.0,-1.0,0.0,1.0,2023-12-31,4,5,1,2,0,0
RA-1191,2023,14,2023,6.1753335,834.0,73.0,8.0,7.5,7.2,5.0,5.0,3.7,2.3,2.5,6.2,6.26,10.0,0.0,1.0,,2023-12-31,4,4,2,2,1,0
RA-1192,2023,15,2023,6.7807417,684.0,58.0,4.0,7.9,8.7,2.52,7.96875,5.8,4.7,6.0,6.8,7.6675,5.0,-1.0,1.0,,2023-12-31,4,5,2,2,0,0
RA-174,2023,16,2019,6.1242,840.0,75.0,9.0,7.9,5.6,5.0,7.5,5.1,3.7,7.3,4.3,7.2125,5.0,-2.0,1.0,-1.0,2023-12-31,4,6,2,2,0,0
RA-1193,2023,14,2023,6.018083,857.0,76.0,10.0,0.0,7.8,5.0,7.1875,4.1,3.7,3.5,5.0,7.13,10.0,0.0,0.0,,2023-12-31,4,4,2,2,0,0
